Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
21.0,Female,72.6,1.68,162.0,127.0,70.0,1.19,756.0,Cardio,34.2,1.8,3.0,2.0,25.72,3.0,0.0,308.25,123.3,82.2,2466.0,Respond Sandwich,Breakfast,Low-Carb,16.3,2278,223,362,Baked,52,10,2.7,0,Plank,4.0,17.0,Burns fat quickly,262.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
27.0,Male,76.7,1.7,196.0,150.0,56.0,0.96,792.0,HIIT,29.1,2.1,3.0,1.0,26.54,3.0,4.0,422.75,169.1,112.733,3381.997,Teach Soup,Breakfast,Paleo,37.0,1242,152,110,Boiled,25,97,1.0,0,Plank,4.0,19.0,Burns fat quickly,240.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Female,44.2,1.61,177.0,122.0,69.0,1.08,659.0,HIIT,32.4,2.5,2.0,1.0,17.05,3.0,0.0,184.538,73.815,49.21,1476.302,School Salad,Snack,Paleo,40.6,128,270,166,Raw,36,78,3.6,0,Bench Press,3.0,14.0,Burns fat quickly,260.84000000000003,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Female,56.5,1.7,170.0,122.0,57.0,0.74,406.0,Yoga,27.0,2.7,2.0,1.0,19.55,3.0,0.0,206.438,82.575,55.05,1651.502,Year Wrap,Snack,Vegetarian,8.4,1467,270,288,Boiled,49,89,3.0,0,Bench Press,4.0,20.0,Burns fat quickly,240.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Male,100.9,1.63,161.0,163.0,59.0,1.1,986.0,Cardio,28.4,3.1,2.0,1.0,37.98,3.0,0.0,175.912,70.365,46.91,1407.298,Figure Rice,Lunch,Balanced,29.8,375,264,284,Roasted,10,23,2.8,0,Bicep Curls,4.0,17.0,Burns fat quickly,253.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Female,55.8,1.55,171.0,141.0,54.0,1.12,711.0,Strength,27.0,1.8,4.0,2.0,23.23,2.0,0.0,215.85,86.34,57.56,1726.8,Rather Soup,Snack,Vegan,39.6,1248,117,209,Roasted,39,8,1.7,0,Lunges,4.0,13.0,Burns fat quickly,248.16,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,58.3,1.93,165.0,136.0,58.0,1.35,1010.0,Cardio,27.4,3.7,4.0,2.0,15.65,3.0,0.0,258.188,103.275,68.85,2065.502,Community Stew,Breakfast,Paleo,40.6,1867,294,494,Roasted,40,102,4.6,0,Bench Press,4.0,13.0,Burns fat quickly,235.66,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
51.0,Male,48.6,1.77,199.0,155.0,74.0,1.47,1128.0,Strength,26.9,3.5,2.0,1.0,15.51,2.0,4.0,387.125,154.85,103.233,3096.997,Agency Pasta,Snack,Vegan,30.7,2433,246,497,Fried,39,38,2.2,0,Push Ups,4.0,14.0,Burns fat quickly,236.72,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Male,81.7,1.95,188.0,136.0,74.0,1.94,1451.0,Yoga,13.8,3.5,4.0,3.0,21.49,3.0,0.0,243.038,97.215,64.81,1944.302,Finally Pasta,Dinner,Paleo,39.5,667,299,439,Roasted,46,31,4.7,0,Leg Press,3.0,14.0,Burns fat quickly,264.34000000000003,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Male,85.6,1.69,189.0,133.0,50.0,1.76,1159.0,Yoga,12.7,3.5,5.0,3.0,29.97,3.0,0.0,200.288,80.115,53.41,1602.302,Keep Stew,Dinner,Low-Carb,11.5,327,276,360,Raw,55,55,1.8,1,Leg Press,4.0,13.0,Burns fat quickly,256.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Female,60.0,1.72,161.0,128.0,51.0,1.63,1043.0,Strength,18.2,2.7,5.0,3.0,20.28,3.0,0.0,179.85,71.94,47.96,1438.8,Traditional Curry,Snack,Paleo,32.0,86,153,494,Fried,53,24,3.0,0,Bench Press,3.0,20.0,Burns fat quickly,266.0,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
59.0,Male,126.4,1.69,168.0,149.0,68.0,1.24,915.0,Strength,29.5,2.9,3.0,1.0,44.26,3.0,0.0,238.725,95.49,63.66,1909.8,Few Stew,Dinner,Vegetarian,34.8,389,244,299,Raw,17,53,2.0,0,Bicep Curls,4.0,19.0,Burns fat quickly,280.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Female,75.4,1.78,161.0,140.0,63.0,1.05,662.0,Cardio,26.0,2.5,4.0,2.0,23.8,3.0,0.0,154.35,61.74,41.16,1234.8,Strong Soup,Dinner,Vegan,0.1,2466,197,458,Fried,22,105,1.9,1,Plank,3.0,13.0,Burns fat quickly,260.08000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Female,64.2,1.69,188.0,131.0,69.0,1.69,996.0,Yoga,16.5,2.7,4.0,3.0,22.48,4.0,0.0,184.35,73.74,49.16,1474.8,Would Salad,Lunch,Vegetarian,19.4,626,55,231,Roasted,16,7,1.9,0,Lunges,4.0,20.0,Burns fat quickly,236.84,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,65.2,1.62,192.0,156.0,59.0,1.37,1069.0,Cardio,31.1,2.5,3.0,2.0,24.84,2.0,1.0,207.582,83.033,55.355,1660.655,Near Stew,Breakfast,Low-Carb,39.1,1521,134,221,Roasted,51,43,2.2,0,Plank,4.0,12.0,Burns fat quickly,229.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,70.1,1.66,169.0,151.0,58.0,0.99,673.0,Strength,34.6,2.6,2.0,1.0,25.44,3.0,0.0,270.0,108.0,72.0,2160.0,Until Curry,Snack,Paleo,39.0,2096,136,406,Steamed,34,12,1.6,0,Plank,3.0,17.0,Burns fat quickly,249.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
51.0,Male,102.6,1.77,193.0,130.0,59.0,1.21,779.0,HIIT,21.0,3.4,2.0,1.0,32.75,4.0,0.0,312.375,124.95,83.3,2499.0,Popular Salad,Snack,Keto,8.8,1099,90,283,Steamed,43,95,1.3,1,Lunges,3.0,13.0,Burns fat quickly,268.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Male,107.2,1.93,167.0,139.0,55.0,1.15,879.0,HIIT,20.2,3.1,4.0,2.0,28.78,3.0,2.0,305.398,122.159,81.44,2443.188,Dinner Sandwich,Breakfast,Vegan,39.1,908,26,404,Roasted,50,68,4.4,0,Bicep Curls,3.0,15.0,Burns fat quickly,244.44,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Female,56.5,1.75,196.0,154.0,66.0,1.76,1220.0,HIIT,15.3,2.7,5.0,3.0,18.45,3.0,0.0,294.375,117.75,78.5,2355.0,Would Rice,Breakfast,Balanced,18.5,1652,134,256,Grilled,15,26,2.4,0,Deadlift,3.0,18.0,Burns fat quickly,232.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Female,61.6,1.75,192.0,166.0,74.0,1.22,911.0,Strength,25.5,2.2,4.0,2.0,20.11,4.0,1.0,250.078,100.031,66.688,2000.628,Join Soup,Dinner,Vegetarian,46.6,745,228,411,Fried,18,34,1.8,0,Lunges,3.0,14.0,Burns fat quickly,255.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,81.7,1.75,165.0,165.0,55.0,1.32,1198.0,Cardio,29.1,2.8,4.0,2.0,26.68,3.0,1.0,243.246,97.298,64.866,1945.97,Lay Salad,Dinner,Vegan,14.3,2326,170,484,Boiled,56,75,4.9,0,Mountain Climbers,4.0,12.0,Burns fat quickly,254.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Female,76.6,1.58,199.0,130.0,53.0,0.74,481.0,Yoga,32.2,2.3,2.0,1.0,30.68,4.0,0.0,205.35,82.14,54.76,1642.8,Manage Rice,Breakfast,Keto,7.8,1847,280,190,Fried,29,14,1.0,0,Bicep Curls,3.0,14.0,Burns fat quickly,247.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Male,116.8,1.79,178.0,127.0,69.0,1.0,698.0,Strength,26.8,3.4,4.0,2.0,36.45,2.0,1.0,293.047,117.219,78.146,2344.378,End Stew,Lunch,Paleo,0.7,1435,172,134,Boiled,13,92,3.0,0,Leg Press,4.0,14.0,Burns fat quickly,258.36,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,60.1,1.59,191.0,123.0,52.0,1.8,1107.0,HIIT,17.6,2.7,4.0,3.0,23.77,3.0,0.0,223.312,89.325,59.55,1786.498,Campaign Soup,Dinner,Balanced,35.7,472,149,316,Raw,19,99,1.4,0,Deadlift,3.0,12.0,Burns fat quickly,238.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Male,93.7,1.73,186.0,146.0,72.0,1.0,803.0,Cardio,27.8,3.6,2.0,1.0,31.31,3.0,0.0,255.938,102.375,68.25,2047.502,Along Curry,Breakfast,Balanced,23.8,2038,56,330,Baked,18,120,3.7,0,Lunges,3.0,20.0,Burns fat quickly,267.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Female,41.6,1.58,160.0,163.0,68.0,1.03,756.0,Yoga,26.6,2.1,4.0,2.0,16.66,2.0,1.0,195.551,78.22,52.147,1564.407,Voice Sandwich,Lunch,Vegetarian,9.7,195,235,489,Grilled,26,84,2.3,0,Plank,4.0,20.0,Burns fat quickly,236.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Female,55.1,1.79,192.0,159.0,67.0,1.99,1582.0,Yoga,17.0,2.7,5.0,3.0,17.2,3.0,4.0,372.875,149.15,99.433,2982.997,Evidence Wrap,Lunch,Paleo,35.8,2015,170,479,Fried,18,19,3.9,0,Bench Press,3.0,13.0,Burns fat quickly,251.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Male,127.1,1.76,199.0,157.0,73.0,0.71,552.0,Strength,24.9,3.0,2.0,1.0,41.03,2.0,0.0,189.038,75.615,50.41,1512.302,Leader Sandwich,Lunch,Vegetarian,26.0,1505,191,266,Roasted,33,90,4.4,0,Deadlift,3.0,19.0,Burns fat quickly,276.42,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Female,69.1,1.6,191.0,166.0,53.0,1.34,1001.0,Strength,26.1,2.0,4.0,2.0,26.99,4.0,0.0,307.688,123.075,82.05,2461.502,Staff Sandwich,Lunch,Vegan,17.8,2459,8,112,Fried,44,67,2.7,0,Deadlift,4.0,19.0,Burns fat quickly,239.82,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Female,66.8,1.74,164.0,149.0,57.0,1.34,898.0,Yoga,29.2,2.3,3.0,1.0,22.06,3.0,0.0,186.975,74.79,49.86,1495.8,Seven Curry,Breakfast,Balanced,20.3,2407,157,138,Raw,60,6,3.5,0,Burpees,3.0,19.0,Burns fat quickly,235.36,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Male,125.5,1.76,176.0,163.0,66.0,1.15,1031.0,Yoga,23.2,3.1,4.0,2.0,40.52,3.0,0.0,164.1,65.64,43.76,1312.8,Left Curry,Snack,Paleo,18.6,348,114,454,Steamed,58,31,1.1,0,Squats,3.0,20.0,Burns fat quickly,277.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Female,71.3,1.58,167.0,167.0,54.0,1.07,893.0,HIIT,25.4,1.5,3.0,2.0,28.56,3.0,0.0,155.662,62.265,41.51,1245.298,Than Soup,Dinner,Vegan,1.0,248,135,312,Boiled,30,116,3.5,0,Leg Press,3.0,19.0,Burns fat quickly,231.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Male,129.2,1.61,193.0,167.0,62.0,1.06,876.0,Yoga,21.4,2.9,4.0,2.0,49.84,3.0,1.0,270.059,108.023,72.016,2160.472,Local Soup,Snack,Paleo,29.4,983,1,117,Raw,48,66,3.0,0,Deadlift,4.0,13.0,Burns fat quickly,258.84,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Male,96.3,1.86,168.0,146.0,74.0,1.1,795.0,Strength,27.6,2.2,3.0,2.0,27.84,3.0,4.0,327.809,131.124,87.416,2622.476,World Curry,Breakfast,Low-Carb,6.5,2361,36,463,Raw,32,69,2.0,0,Bench Press,4.0,17.0,Burns fat quickly,261.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Female,67.5,1.54,182.0,140.0,50.0,0.72,454.0,Cardio,25.2,1.5,3.0,1.0,28.46,4.0,4.0,388.609,155.444,103.629,3108.873,Power Curry,Lunch,Vegetarian,8.4,297,124,491,Fried,54,25,1.2,0,Squats,3.0,17.0,Burns fat quickly,261.5,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Female,64.4,1.55,194.0,139.0,62.0,1.77,1107.0,HIIT,19.7,2.7,4.0,3.0,26.81,2.0,0.0,198.412,79.365,52.91,1587.298,Government Sandwich,Snack,Vegetarian,24.3,1557,146,114,Roasted,49,43,1.3,0,Bench Press,3.0,17.0,Burns fat quickly,259.88,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Female,64.9,1.57,166.0,123.0,53.0,1.04,576.0,HIIT,25.9,2.4,4.0,2.0,26.33,3.0,0.0,291.188,116.475,77.65,2329.502,Debate Rice,Snack,Paleo,37.9,959,56,124,Roasted,20,28,4.1,0,Plank,4.0,16.0,Burns fat quickly,230.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Female,52.3,1.66,174.0,130.0,71.0,0.74,433.0,Yoga,33.0,1.8,3.0,1.0,18.98,3.0,0.0,203.85,81.54,54.36,1630.8,Central Rice,Snack,Paleo,45.9,1375,276,419,Grilled,31,94,3.1,0,Squats,3.0,12.0,Burns fat quickly,240.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,56.7,1.55,179.0,132.0,73.0,1.38,911.0,Cardio,34.0,1.9,4.0,2.0,23.6,3.0,1.0,214.242,85.697,57.131,1713.935,Current Sandwich,Lunch,Vegetarian,12.5,700,300,108,Boiled,17,13,1.9,0,Plank,4.0,14.0,Burns fat quickly,263.34000000000003,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
19.0,Female,46.8,1.63,184.0,128.0,63.0,1.35,864.0,HIIT,34.4,1.6,4.0,2.0,17.61,3.0,0.0,175.35,70.14,46.76,1402.8,Space Salad,Lunch,Vegetarian,5.2,635,292,369,Grilled,20,65,3.5,0,Push Ups,4.0,15.0,Burns fat quickly,264.36,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Female,70.3,1.77,162.0,123.0,52.0,1.01,621.0,Strength,33.7,1.7,2.0,1.0,22.44,3.0,0.0,186.938,74.775,49.85,1495.502,Bring Stew,Lunch,Vegetarian,1.5,1500,248,113,Roasted,39,24,3.7,0,Plank,4.0,12.0,Burns fat quickly,262.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Male,80.8,1.76,183.0,131.0,54.0,1.7,1102.0,Yoga,11.4,3.5,4.0,3.0,26.08,3.0,1.0,228.422,91.369,60.912,1827.372,Imagine Sandwich,Snack,Keto,5.8,2088,93,467,Grilled,27,118,3.7,0,Lunges,3.0,20.0,Burns fat quickly,272.16,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Female,56.0,1.5,193.0,128.0,56.0,1.94,1242.0,Strength,16.7,2.7,5.0,3.0,24.89,3.0,0.0,160.538,64.215,42.81,1284.302,Who Curry,Snack,Vegan,10.5,1535,277,204,Raw,38,28,4.0,0,Burpees,4.0,19.0,Burns fat quickly,262.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Male,101.2,1.84,181.0,132.0,50.0,1.3,944.0,Yoga,24.3,3.3,2.0,1.0,29.89,3.0,0.0,169.912,67.965,45.31,1359.298,Buy Pasta,Lunch,Paleo,11.3,1528,286,469,Raw,40,39,2.3,1,Push Ups,3.0,20.0,Burns fat quickly,244.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
32.0,Female,56.6,1.57,170.0,167.0,72.0,1.65,1378.0,HIIT,15.7,2.7,4.0,3.0,22.96,4.0,0.0,291.562,116.625,77.75,2332.498,Need Stew,Snack,Keto,45.2,235,65,470,Baked,21,83,3.9,0,Bench Press,3.0,19.0,Burns fat quickly,235.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,40.9,1.75,167.0,145.0,61.0,0.82,594.0,Yoga,25.2,2.1,3.0,1.0,13.36,2.0,1.0,297.559,119.023,79.349,2380.469,Center Soup,Snack,Balanced,19.9,1327,25,470,Fried,50,112,2.8,0,Leg Press,4.0,19.0,Burns fat quickly,239.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Male,127.8,1.65,198.0,157.0,60.0,0.77,598.0,Cardio,28.7,3.5,2.0,1.0,46.94,3.0,0.0,243.788,97.515,65.01,1950.302,See Stew,Snack,Vegetarian,42.2,258,269,310,Steamed,19,52,1.7,0,Deadlift,4.0,13.0,Burns fat quickly,259.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Female,49.3,1.76,194.0,161.0,73.0,1.28,927.0,Strength,30.5,2.0,2.0,1.0,15.92,3.0,0.0,197.062,78.825,52.55,1576.498,Discover Salad,Dinner,Low-Carb,6.2,2155,183,387,Boiled,7,98,3.1,0,Leg Press,3.0,15.0,Burns fat quickly,257.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
19.0,Female,64.3,1.63,197.0,132.0,57.0,1.87,1234.0,Cardio,18.0,2.7,5.0,3.0,24.2,2.0,0.0,299.25,119.7,79.8,2394.0,Act Curry,Lunch,Balanced,15.9,1544,293,370,Fried,57,52,3.8,1,Squats,4.0,19.0,Burns fat quickly,263.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
32.0,Male,49.3,1.62,167.0,158.0,74.0,1.18,1025.0,Strength,29.3,2.5,3.0,2.0,18.79,3.0,0.0,248.1,99.24,66.16,1984.8,Difference Pasta,Snack,Vegan,25.0,326,58,387,Fried,36,85,4.9,0,Deadlift,4.0,20.0,Burns fat quickly,231.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Female,63.0,1.62,196.0,147.0,55.0,0.68,500.0,Strength,31.7,1.9,2.0,1.0,24.01,3.0,0.0,218.288,87.315,58.21,1746.302,Child Wrap,Snack,Balanced,17.9,207,256,150,Baked,58,12,2.1,0,Lunges,4.0,13.0,Burns fat quickly,257.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Female,41.1,1.67,186.0,138.0,71.0,1.03,711.0,Yoga,31.9,2.4,3.0,2.0,14.74,3.0,0.0,299.062,119.625,79.75,2392.498,Indicate Wrap,Lunch,Vegetarian,30.9,603,131,227,Boiled,8,43,4.7,0,Lunges,4.0,16.0,Burns fat quickly,256.22,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,40.5,1.74,187.0,143.0,51.0,1.5,965.0,HIIT,32.9,2.2,3.0,2.0,13.38,2.0,0.0,223.538,89.415,59.61,1788.302,Author Sandwich,Lunch,Low-Carb,3.6,687,18,367,Fried,36,112,4.0,0,Push Ups,4.0,20.0,Burns fat quickly,244.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Male,71.0,1.62,199.0,138.0,68.0,0.91,691.0,HIIT,21.2,3.5,2.0,1.0,27.05,3.0,0.0,326.812,130.725,87.15,2614.498,Threat Rice,Breakfast,Keto,40.4,1643,238,236,Roasted,54,81,2.6,0,Lunges,3.0,17.0,Burns fat quickly,257.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,60.9,1.62,193.0,168.0,69.0,1.59,1336.0,Cardio,16.8,2.7,5.0,3.0,23.21,3.0,0.0,219.038,87.615,58.41,1752.302,Them Sandwich,Snack,Low-Carb,43.7,514,169,339,Fried,43,55,2.6,0,Lunges,4.0,18.0,Burns fat quickly,264.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,64.7,1.66,191.0,132.0,69.0,1.88,1117.0,Yoga,19.8,2.7,4.0,3.0,23.48,2.0,4.0,334.934,133.974,89.316,2679.476,Argue Pasta,Snack,Balanced,39.3,212,37,389,Fried,25,68,4.4,0,Leg Press,3.0,19.0,Burns fat quickly,253.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Female,51.0,1.71,174.0,132.0,73.0,1.07,706.0,HIIT,34.2,2.2,3.0,2.0,17.44,2.0,1.0,308.73,123.492,82.328,2469.84,Wall Wrap,Snack,Vegetarian,26.4,1850,210,333,Fried,17,112,1.0,0,Burpees,3.0,12.0,Burns fat quickly,263.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Female,57.7,1.77,176.0,147.0,63.0,1.65,1213.0,Strength,19.4,2.7,4.0,3.0,18.42,3.0,0.0,202.538,81.015,54.01,1620.302,Quite Sandwich,Lunch,Vegetarian,38.9,1001,278,306,Baked,55,35,3.8,0,Bench Press,4.0,16.0,Burns fat quickly,241.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Male,76.9,1.82,192.0,121.0,50.0,1.49,992.0,Strength,24.5,2.8,4.0,2.0,23.22,3.0,0.0,189.788,75.915,50.61,1518.302,Left Wrap,Lunch,Paleo,2.7,2413,109,334,Boiled,40,61,2.4,1,Bicep Curls,3.0,17.0,Burns fat quickly,234.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,80.5,1.77,175.0,129.0,59.0,1.85,1181.0,Yoga,14.3,3.5,4.0,3.0,25.7,3.0,0.0,211.688,84.675,56.45,1693.502,Table Stew,Dinner,Low-Carb,46.4,1729,253,170,Steamed,60,47,4.6,0,Burpees,3.0,13.0,Burns fat quickly,251.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Female,73.3,1.74,188.0,141.0,65.0,1.03,726.0,Cardio,25.5,2.4,3.0,2.0,24.21,3.0,1.0,300.996,120.398,80.266,2407.97,Assume Sandwich,Snack,Keto,1.8,2061,26,226,Steamed,44,58,3.8,0,Bench Press,4.0,16.0,Burns fat quickly,249.66,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
29.0,Female,49.0,1.57,168.0,132.0,53.0,1.33,878.0,Yoga,26.5,2.6,3.0,2.0,19.88,2.0,1.0,187.172,74.869,49.912,1497.372,Security Curry,Lunch,Paleo,25.1,141,201,185,Steamed,15,83,1.8,0,Leg Press,4.0,12.0,Burns fat quickly,256.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Male,114.5,1.97,192.0,128.0,60.0,1.03,725.0,Cardio,24.1,2.6,3.0,1.0,29.5,3.0,0.0,235.162,94.065,62.71,1881.298,Serious Wrap,Lunch,Keto,10.3,2434,118,154,Fried,24,97,3.9,1,Squats,4.0,17.0,Burns fat quickly,253.9,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,81.0,1.78,188.0,152.0,65.0,1.58,1189.0,Yoga,12.4,3.5,5.0,3.0,25.56,2.0,1.0,317.754,127.102,84.734,2542.03,Other Salad,Lunch,Keto,22.9,1111,190,466,Fried,59,66,1.8,0,Leg Press,3.0,14.0,Burns fat quickly,245.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Female,53.5,1.76,172.0,133.0,69.0,1.22,811.0,Strength,27.6,1.8,4.0,2.0,17.27,2.0,1.0,171.703,68.681,45.787,1373.619,Air Curry,Snack,Low-Carb,28.0,1295,31,213,Roasted,21,15,1.0,0,Bicep Curls,4.0,17.0,Burns fat quickly,260.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Male,52.1,1.68,180.0,167.0,50.0,0.77,637.0,Yoga,23.6,3.0,3.0,1.0,18.46,2.0,0.0,216.6,86.64,57.76,1732.8,Anyone Curry,Snack,Vegetarian,20.2,54,136,207,Fried,22,13,2.8,0,Burpees,3.0,15.0,Burns fat quickly,254.42,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Female,70.1,1.52,180.0,139.0,65.0,0.76,475.0,HIIT,26.6,2.1,2.0,1.0,30.34,3.0,3.0,406.184,162.473,108.316,3249.472,Condition Curry,Lunch,Vegan,41.4,131,121,415,Roasted,5,106,4.1,0,Lunges,3.0,19.0,Burns fat quickly,259.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Male,86.9,1.78,164.0,134.0,68.0,1.29,951.0,HIIT,24.9,3.7,4.0,2.0,27.43,3.0,0.0,218.25,87.3,58.2,1746.0,Should Stew,Breakfast,Paleo,16.4,1128,184,149,Fried,31,108,4.6,0,Plank,4.0,19.0,Burns fat quickly,238.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Male,73.4,1.76,169.0,151.0,70.0,1.09,815.0,Yoga,27.9,2.8,3.0,2.0,23.7,3.0,0.0,281.25,112.5,75.0,2250.0,Matter Soup,Snack,Vegan,4.1,785,202,155,Boiled,48,43,1.9,0,Push Ups,3.0,16.0,Burns fat quickly,235.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Male,90.0,1.66,165.0,152.0,71.0,1.32,1104.0,Cardio,26.6,2.1,4.0,2.0,32.66,2.0,0.0,251.062,100.425,66.95,2008.498,When Wrap,Snack,Vegan,15.0,2151,139,303,Fried,55,43,2.8,0,Lunges,4.0,18.0,Burns fat quickly,246.0,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Male,85.7,1.92,172.0,136.0,58.0,1.72,1287.0,Cardio,10.5,3.5,5.0,3.0,23.25,2.0,1.0,241.527,96.611,64.407,1932.215,Idea Pasta,Snack,Balanced,17.9,119,95,230,Grilled,44,112,1.9,1,Bench Press,3.0,13.0,Burns fat quickly,239.14,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
